dsp_item_id	college	award_total	award_range	fiscal_year
10090442	Other Administrative Units	983454.00	3	2012
10091149	Medicine	23500.00	2	2013
10091373	Medicine	20709.00	2	2013
10091602	Engineering	11343.00	2	2012
10091694	Engineering	138180.00	3	2012
10088317	Education	297504.00	3	2013
10090471	Education	448491.00	3	2013
10090463	Other Administrative Units	93496.00	2	2012
10090486	Other Administrative Units	18504.00	2	2012
10091585	Medicine	28345.00	2	2013
10091675	Medicine	55000.00	2	2013
10091870	Medicine	84143.00	2	2013
10091897	Medicine	2044958.00	4	2013
10090490	Other Administrative Units	10000.00	2	2012
10090491	Other Administrative Units	60818.00	2	2012
10091954	Medicine	21475.00	2	2013
10092017	Medicine	53900.00	2	2013
10087241	Medicine	60876.00	2	2011
10087562	Medicine	375000.00	3	2011
10090492	Other Administrative Units	44922.00	2	2012
10090493	Other Administrative Units	280183.00	3	2012
10092069	Medicine	100000.00	3	2013
10092087	Medicine	373725.00	3	2013
10087635	Medicine	10000.00	2	2011
10088127	Medicine	337500.00	3	2011
10090507	Other Administrative Units	12500.00	2	2012
10090546	Other Administrative Units	788302.00	3	2012
10092107	Medicine	50000.00	2	2013
10092261	Medicine	359380.00	3	2013
10088046	Medicine	392040.00	3	2011
10088053	Medicine	257277.00	3	2011
10090593	Other Administrative Units	300000.00	3	2012
10090600	Other Administrative Units	78560.00	2	2012
10092365	Medicine	30000.00	2	2013
10092592	Medicine	43799.00	2	2013
10088054	Medicine	34907.00	2	2011
10088156	Medicine	131696.00	3	2011
10090637	Other Administrative Units	20000.00	2	2012
10090660	Other Administrative Units	18794.00	2	2012
10091931	Education	126551.00	3	2013
10094696	Education	446616.00	3	2013
10092593	Medicine	1386.00	1	2013
10092594	Medicine	57431.00	2	2013
10088169	Medicine	441283.00	3	2011
10087610	Medicine	265466.00	3	2011
10090687	Other Administrative Units	69333.00	2	2012
10090691	Other Administrative Units	23217.00	2	2012
10094723	Education	23394.00	2	2013
10093408	Education	108204.00	3	2013
10092683	Medicine	2272449.00	4	2013
10092812	Medicine	90194.00	2	2013
10087826	Medicine	283980.00	3	2011
10087895	Medicine	317877.00	3	2011
10091695	Engineering	58327.00	2	2012
10091696	Engineering	214826.00	3	2012
10091697	Engineering	39289.00	2	2012
10091714	Engineering	190717.00	3	2012
10087586	Medicine	25000.00	2	2011
10087036	Medicine	361800.00	3	2011
10091754	Engineering	206287.00	3	2012
10091782	Engineering	526947.00	3	2012
10090700	Other Administrative Units	6500.00	1	2012
10090746	Other Administrative Units	5700.00	1	2012
10086566	Medicine	180000.00	3	2011
10082470	Medicine	319275.00	3	2011
10091806	Engineering	20050.00	2	2012
10091819	Engineering	150000.00	3	2012
10083706	Medicine	32085.00	2	2011
10084977	Medicine	367983.00	3	2011
10090747	Other Administrative Units	28000.00	2	2012
10090773	Other Administrative Units	8800.00	1	2012
10091831	Engineering	43300.00	2	2012
10091889	Engineering	9977.00	1	2012
10085027	Medicine	259784.00	3	2011
10085002	Medicine	373952.00	3	2011
10090774	Other Administrative Units	75000.00	2	2012
10090805	Other Administrative Units	57000.00	2	2012
10091912	Engineering	204100.00	3	2012
10091996	Engineering	38000.00	2	2012
10090862	Other Administrative Units	60501.00	2	2012
10090916	Other Administrative Units	5050.00	1	2012
10092006	Engineering	7469.00	1	2012
10092015	Engineering	140157.00	3	2012
10084762	Medicine	370420.00	3	2011
10084637	Medicine	52154.00	2	2011
10090965	Other Administrative Units	9700.00	1	2012
10090966	Other Administrative Units	78515.00	2	2012
10092099	Engineering	83838.00	2	2012
10092101	Engineering	146525.00	3	2012
10086111	Medicine	305465.00	3	2011
10085897	Medicine	369324.00	3	2011
10090968	Other Administrative Units	530151.00	3	2012
10090970	Other Administrative Units	31002.00	2	2012
10092202	Engineering	77000.00	2	2012
10092357	Engineering	40000.00	2	2012
10086136	Medicine	48000.00	2	2011
10085747	Medicine	587186.00	3	2011
10090974	Other Administrative Units	37119.00	2	2012
10090979	Other Administrative Units	723727.00	3	2012
10092389	Engineering	6135.00	1	2012
10092462	Engineering	111651.00	3	2012
10085319	Medicine	26000.00	2	2011
10085242	Medicine	60000.00	2	2011
10092663	Engineering	1863.00	1	2012
10092713	Engineering	49668.00	2	2012
10090993	Other Administrative Units	434045.00	3	2012
10091013	Other Administrative Units	102300.00	3	2012
10096814	Education	62222.00	2	2013
10095846	Education	21648.00	2	2013
10085203	Medicine	77000.00	2	2011
10085157	Medicine	212379.00	3	2011
10087953	Graduate College	800000.00	3	2012
10088516	Graduate College	17195.00	2	2012
10091021	Other Administrative Units	20946.00	2	2012
10091037	Other Administrative Units	1500.00	1	2012
10094817	Education	37896.00	2	2013
10095761	Education	35480.00	2	2013
10085612	Medicine	286279.00	3	2011
10085399	Medicine	250000.00	3	2011
10088785	Graduate College	16790.00	2	2012
10088786	Graduate College	15615.00	2	2012
10088859	Graduate College	180.00	1	2012
10088904	Graduate College	16630.00	2	2012
10092832	Medicine	25000.00	2	2013
10092857	Medicine	77000.00	2	2013
10092885	Medicine	865.00	1	2013
10092898	Medicine	1250.00	1	2013
10088825	Medicine	145276.00	3	2012
10088827	Medicine	101535.00	3	2012
10093008	Medicine	20000.00	2	2013
10093009	Medicine	84500.00	2	2013
10085573	Medicine	22000.00	2	2011
10086058	Medicine	377292.00	3	2011
10088846	Medicine	427134.00	3	2012
10088847	Medicine	21868.00	2	2012
10093023	Medicine	11700.00	2	2013
10093135	Medicine	15000.00	2	2013
10086255	Medicine	77000.00	2	2011
10086275	Medicine	12500.00	2	2011
10088848	Medicine	1231.00	1	2012
10088849	Medicine	1231.00	1	2012
10093226	Medicine	80000.00	2	2013
10093227	Medicine	611661.00	3	2013
10086435	Medicine	354546.00	3	2011
10086113	Medicine	180000.00	3	2011
10088856	Medicine	7662.00	1	2012
10088857	Medicine	9416.00	1	2012
10093231	Medicine	49451.00	2	2013
10093232	Medicine	66000.00	2	2013
10085868	Medicine	0.00	1	2011
10084831	Medicine	162000.00	3	2011
10088858	Medicine	55908.00	2	2012
10088874	Medicine	50573.00	2	2012
10093283	Medicine	27200.00	2	2013
10093290	Medicine	2453.00	1	2013
10084906	Medicine	145276.00	3	2011
10084332	Medicine	55000.00	2	2011
10095767	Education	12300.00	2	2013
10095802	Education	378068.00	3	2013
10093291	Medicine	990676.00	3	2013
10093321	Medicine	49557.00	2	2013
10088877	Medicine	226500.00	3	2012
10088878	Medicine	110309.00	3	2012
10084177	Medicine	44000.00	2	2011
10084491	Medicine	58000.00	2	2011
10095808	Education	21648.00	2	2013
10096068	Education	2410.00	1	2013
10093323	Medicine	107064.00	3	2013
10093402	Medicine	32400.00	2	2013
10088879	Medicine	475200.00	3	2012
10088885	Medicine	101430.00	3	2012
10083709	Medicine	375548.00	3	2011
10081164	Medicine	374100.00	3	2011
10088891	Medicine	200000.00	3	2012
10088893	Medicine	261808.00	3	2012
10088894	Medicine	5000.00	1	2012
10088896	Medicine	0.00	1	2012
10091068	Other Administrative Units	25000.00	2	2012
10091069	Other Administrative Units	15000.00	2	2012
10088897	Medicine	3000.00	1	2012
10088898	Medicine	41996.00	2	2012
10088998	Graduate College	16290.00	2	2012
10089139	Graduate College	15600.00	2	2012
10088899	Medicine	168096.00	3	2012
10088901	Medicine	15000.00	2	2012
10088906	Medicine	46610.00	2	2012
10088909	Medicine	62200.00	2	2012
10093437	Medicine	185100.00	3	2013
10093474	Medicine	13960.00	2	2013
10089166	Graduate College	64000.00	2	2012
10089216	Graduate College	25000.00	2	2012
10088914	Medicine	339750.00	3	2012
10088915	Medicine	173615.00	3	2012
10093502	Medicine	283605.00	3	2013
10093925	Medicine	192028.00	3	2013
10089422	Graduate College	15000.00	2	2012
10089736	Graduate College	12127.00	2	2012
10088916	Medicine	75500.00	2	2012
10088930	Medicine	338135.00	3	2012
10094024	Medicine	4379.00	1	2013
10094107	Medicine	3050000.00	4	2013
10090361	Graduate College	15874.00	2	2012
10092236	Graduate College	14710.00	2	2012
10088931	Medicine	177992.00	3	2012
10088933	Medicine	329420.00	3	2012
10091085	Other Administrative Units	18000.00	2	2012
10091116	Other Administrative Units	13100.00	2	2012
10092463	Graduate College	20000.00	2	2012
10087574	Graduate College	213180.00	3	2012
10091136	Other Administrative Units	12133.00	2	2012
10091145	Other Administrative Units	1000.00	1	2012
10088934	Medicine	125496.00	3	2012
10088935	Medicine	377500.00	3	2012
10091690	Graduate College	29933.00	2	2012
10092217	Graduate College	43975.00	2	2012
10091162	Other Administrative Units	22587.00	2	2012
10091166	Other Administrative Units	82182.00	2	2012
10088941	Medicine	298980.00	3	2012
10088942	Medicine	46000.00	2	2012
10092584	Graduate College	16000.00	2	2012
10092585	Graduate College	16000.00	2	2012
10091205	Other Administrative Units	800.00	1	2012
10091222	Other Administrative Units	87970.00	2	2012
10092587	Graduate College	16000.00	2	2012
10092588	Graduate College	16000.00	2	2012
10091250	Other Administrative Units	3996.00	1	2012
10091310	Other Administrative Units	4700.00	1	2012
10092589	Graduate College	16000.00	2	2012
10092590	Graduate College	16000.00	2	2012
10091327	Other Administrative Units	3000.00	1	2012
10091357	Other Administrative Units	2997.00	1	2012
10094333	Education	4200.00	1	2013
10093262	Education	77452.00	2	2013
10088943	Medicine	24963.00	2	2012
10088944	Medicine	26000.00	2	2012
10087002	Graduate College	26000.00	2	2012
10089034	Graduate College	80950.00	2	2012
10091366	Other Administrative Units	193200.00	3	2012
10091457	Other Administrative Units	258349.00	3	2012
10088948	Medicine	75039.00	2	2012
10088949	Medicine	24419.00	2	2012
10094054	Education	273.00	1	2013
10087554	Education	270970.00	3	2013
10087111	Graduate College	189927.00	3	2012
10087609	Graduate College	220970.00	3	2012
10088951	Medicine	33337.00	2	2012
10088952	Medicine	7344.00	1	2012
10091459	Other Administrative Units	19537.00	2	2012
10091511	Other Administrative Units	31144.00	2	2012
10086554	Medicine	367538.00	3	2011
10086607	Medicine	349408.00	3	2011
10094210	Medicine	26000.00	2	2013
10094248	Medicine	68700.00	2	2013
10088080	Graduate College	33400.00	2	2012
10090693	Graduate College	26000.00	2	2012
10094257	Medicine	0.00	1	2013
10094296	Medicine	36728.00	2	2013
10088954	Medicine	48428.00	2	2012
10088955	Medicine	70000.00	2	2012
10090925	Graduate College	210843.00	3	2012
10091424	Graduate College	224061.00	3	2012
10094424	Medicine	4915.00	1	2013
10094484	Medicine	328645.00	3	2013
10092135	Graduate College	70000.00	2	2012
10092171	Graduate College	76667.00	2	2012
10088959	Medicine	694626.00	3	2012
10088971	Medicine	244014.00	3	2012
10094547	Medicine	73850.00	2	2013
10094581	Medicine	37875.00	2	2013
10088965	Graduate College	10330.00	2	2012
10089120	Graduate College	410979.00	3	2012
10088982	Medicine	187171.00	3	2012
10088985	Medicine	30375.00	2	2012
10094663	Medicine	81180.00	2	2013
10094699	Medicine	193609.00	3	2013
10093463	Education	4083.00	1	2013
10093239	Education	56110.00	2	2013
10088993	Medicine	165303.00	3	2012
10088995	Medicine	1355457.00	4	2012
10090259	Graduate College	55000.00	2	2012
10090484	Graduate College	58711.00	2	2012
10094711	Medicine	5118.00	1	2013
10094713	Medicine	100000.00	3	2013
10095292	Education	6600.00	1	2013
10096133	Education	1500.00	1	2013
10088999	Medicine	57827.00	2	2012
10089002	Medicine	26000.00	2	2012
10094738	Medicine	32000.00	2	2013
10095013	Medicine	345486.00	3	2013
10091582	Graduate College	410978.00	3	2012
10089162	Law	35665.00	2	2012
10096291	Education	1876003.00	4	2013
10094859	Education	58765.00	2	2013
10089008	Medicine	50498.00	2	2012
10089010	Medicine	34375.00	2	2012
10086672	Medicine	185625.00	3	2011
10086781	Medicine	323724.00	3	2011
10086783	Medicine	290082.00	3	2011
10086674	Medicine	28200.00	2	2011
10089555	Law	170873.00	3	2012
10090348	Law	27842.00	2	2012
10090526	Law	16500.00	2	2012
10091515	Other Administrative Units	90000.00	2	2012
10091516	Other Administrative Units	52346.00	2	2012
10087045	Medicine	84946.00	2	2011
10087025	Medicine	26000.00	2	2011
10079404	Liberal Arts and Sciences	2500.00	1	2012
10083446	Liberal Arts and Sciences	74928.00	2	2012
10091556	Other Administrative Units	61000.00	2	2012
10091578	Other Administrative Units	4000.00	1	2012
10087014	Medicine	303255.00	3	2011
10086974	Medicine	593528.00	3	2011
10084032	Liberal Arts and Sciences	823822.00	3	2012
10085024	Liberal Arts and Sciences	294362.00	3	2012
10091581	Other Administrative Units	270000.00	3	2012
10091600	Other Administrative Units	686743.00	3	2012
10085165	Liberal Arts and Sciences	30276.00	2	2012
10085434	Liberal Arts and Sciences	1707270.00	4	2012
10086948	Medicine	307249.00	3	2011
10086872	Medicine	375000.00	3	2011
10091610	Other Administrative Units	388139.00	3	2012
10091648	Other Administrative Units	1727.00	1	2012
10085701	Liberal Arts and Sciences	38000.00	2	2012
10085739	Liberal Arts and Sciences	88169.00	2	2012
10087269	Medicine	2850.00	1	2011
10087171	Medicine	371250.00	3	2011
10091688	Other Administrative Units	18718.00	2	2012
10091692	Other Administrative Units	35000.00	2	2012
10087103	Medicine	257443.00	3	2011
10087582	Medicine	294030.00	3	2011
10085901	Liberal Arts and Sciences	16675.00	2	2012
10085906	Liberal Arts and Sciences	30000.00	2	2012
10091725	Other Administrative Units	23195.00	2	2012
10091749	Other Administrative Units	50000.00	2	2012
10088008	Medicine	55000.00	2	2011
10087658	Medicine	331847.00	3	2011
10086043	Liberal Arts and Sciences	139707.00	3	2012
10086130	Liberal Arts and Sciences	142572.00	3	2012
10091751	Other Administrative Units	1300.00	1	2012
10091752	Other Administrative Units	0.00	1	2012
10088192	Medicine	423691.00	3	2011
10088471	Medicine	200000.00	3	2011
10095022	Education	40000.00	2	2013
10092937	Education	87055.00	2	2013
10086156	Liberal Arts and Sciences	5115.00	1	2012
10086201	Liberal Arts and Sciences	18616.00	2	2012
10091793	Other Administrative Units	23114.00	2	2012
10091799	Other Administrative Units	159506.00	3	2012
10088347	Medicine	71500.00	2	2011
10088348	Medicine	26000.00	2	2011
10094779	Education	372840.00	3	2013
10095819	Education	496424.00	3	2013
10091817	Other Administrative Units	804353.00	3	2012
10091827	Other Administrative Units	14346.00	2	2012
10086305	Liberal Arts and Sciences	135000.00	3	2012
10086382	Liberal Arts and Sciences	420000.00	3	2012
10087649	Medicine	375750.00	3	2011
10087625	Medicine	108000.00	3	2011
10094188	Education	481849.00	3	2013
10092486	Engineering	64200.00	2	2013
10091829	Other Administrative Units	36755.00	2	2012
10091843	Other Administrative Units	6000.00	1	2012
10087900	Medicine	391369.00	3	2011
10087886	Medicine	2040109.00	4	2011
10091844	Other Administrative Units	23200.00	2	2012
10091845	Other Administrative Units	30400.00	2	2012
10086516	Liberal Arts and Sciences	58333.00	2	2012
10086582	Liberal Arts and Sciences	139785.00	3	2012
10087390	Medicine	291582.00	3	2011
10087276	Medicine	4000.00	1	2011
10086756	Liberal Arts and Sciences	51651.00	2	2012
10086799	Liberal Arts and Sciences	140481.00	3	2012
10086788	Medicine	26000.00	2	2011
10086834	Medicine	163280.00	3	2011
10091846	Other Administrative Units	20000.00	2	2012
10091911	Other Administrative Units	24000.00	2	2012
10086877	Liberal Arts and Sciences	99872.00	2	2012
10086899	Liberal Arts and Sciences	150000.00	3	2012
10081731	Medicine	125818.00	3	2011
10080559	Medicine	617210.00	3	2011
10091942	Other Administrative Units	12742.00	2	2012
10091981	Other Administrative Units	53500.00	2	2012
10086922	Liberal Arts and Sciences	85095.00	2	2012
10086926	Liberal Arts and Sciences	263530.00	3	2012
10083740	Medicine	329401.00	3	2011
10083215	Medicine	26000.00	2	2011
10091982	Other Administrative Units	52586.00	2	2012
10091989	Other Administrative Units	25000.00	2	2012
10095210	Medicine	77000.00	2	2013
10095216	Medicine	858110.00	3	2013
10083255	Medicine	71500.00	2	2011
10084577	Medicine	283994.00	3	2011
10092014	Other Administrative Units	100000.00	3	2012
10092023	Other Administrative Units	4011.00	1	2012
10086933	Liberal Arts and Sciences	2000.00	1	2012
10086934	Liberal Arts and Sciences	219998.00	3	2012
10095322	Medicine	3210.00	1	2013
10095464	Medicine	841082.00	3	2013
10084141	Medicine	27847.00	2	2011
10084367	Medicine	367586.00	3	2011
10092024	Other Administrative Units	50000.00	2	2012
10092027	Other Administrative Units	1800.00	1	2012
10086947	Liberal Arts and Sciences	7981.00	1	2012
10087003	Liberal Arts and Sciences	11550.00	2	2012
10089027	Medicine	205971.00	3	2012
10089049	Medicine	148170.00	3	2012
10084781	Medicine	679500.00	3	2011
10086417	Medicine	336989.00	3	2011
10087009	Liberal Arts and Sciences	987742.00	3	2012
10087155	Liberal Arts and Sciences	12000.00	2	2012
10089055	Medicine	97414.00	2	2012
10089078	Medicine	145655.00	3	2012
10086194	Medicine	303629.00	3	2011
10085666	Medicine	50000.00	2	2011
10087184	Liberal Arts and Sciences	314612.00	3	2012
10087205	Liberal Arts and Sciences	302000.00	3	2012
10089085	Medicine	25918.00	2	2012
10089089	Medicine	145000.00	3	2012
10085254	Medicine	297000.00	3	2011
10085257	Medicine	161012.00	3	2011
10087256	Liberal Arts and Sciences	1500.00	1	2012
10087293	Liberal Arts and Sciences	12000.00	2	2012
10087348	Liberal Arts and Sciences	7200.00	1	2012
10087402	Liberal Arts and Sciences	18000.00	2	2012
10087434	Liberal Arts and Sciences	49878.00	2	2012
10087458	Liberal Arts and Sciences	30000.00	2	2012
10095555	Medicine	34680.00	2	2013
10095765	Medicine	339750.00	3	2013
10087492	Liberal Arts and Sciences	27957.00	2	2012
10087558	Liberal Arts and Sciences	247640.00	3	2012
10092028	Other Administrative Units	765.00	1	2012
10092059	Other Administrative Units	9892.00	1	2012
10095782	Medicine	31877.00	2	2013
10095810	Medicine	295875.00	3	2013
10087564	Liberal Arts and Sciences	19000.00	2	2012
10087588	Liberal Arts and Sciences	500.00	1	2012
10092060	Other Administrative Units	23000.00	2	2012
10092064	Other Administrative Units	6052.00	1	2012
10095929	Medicine	122302.00	3	2013
10096000	Medicine	26070.00	2	2013
10087648	Liberal Arts and Sciences	30000.00	2	2012
10087651	Liberal Arts and Sciences	2605.00	1	2012
10092065	Other Administrative Units	35830.00	2	2012
10092073	Other Administrative Units	13092.00	2	2012
10096006	Medicine	21308.00	2	2013
10096347	Medicine	332350.00	3	2013
10092074	Other Administrative Units	10930.00	2	2012
10092116	Other Administrative Units	16460.00	2	2012
10096410	Medicine	18750.00	2	2013
10096652	Medicine	127175.00	3	2013
10087745	Liberal Arts and Sciences	317212.00	3	2012
10087764	Liberal Arts and Sciences	316126.00	3	2012
10092133	Other Administrative Units	10000.00	2	2012
10092148	Other Administrative Units	5230.00	1	2012
10089442	Medicine	226500.00	3	2013
10089596	Medicine	24539.00	2	2013
10087798	Liberal Arts and Sciences	4875.00	1	2012
10087808	Liberal Arts and Sciences	7020.00	1	2012
10093165	Engineering	25000.00	2	2013
10093706	Engineering	451408.00	3	2013
10092195	Other Administrative Units	599722.00	3	2012
10092208	Other Administrative Units	150000.00	3	2012
10089839	Medicine	2265000.00	4	2013
10089871	Medicine	0.00	1	2013
10087877	Liberal Arts and Sciences	53042.00	2	2012
10087924	Liberal Arts and Sciences	406956.00	3	2012
10085343	Medicine	46796.00	2	2011
10085332	Medicine	225000.00	3	2011
10085223	Medicine	60000.00	2	2011
10085216	Medicine	446941.00	3	2011
10092209	Other Administrative Units	5066.00	1	2012
10092214	Other Administrative Units	55290.00	2	2012
10087947	Liberal Arts and Sciences	200000.00	3	2012
10087976	Liberal Arts and Sciences	99999.00	2	2012
10085763	Medicine	75000.00	2	2011
10086212	Medicine	305465.00	3	2011
10092226	Other Administrative Units	55000.00	2	2012
10092260	Other Administrative Units	21100.00	2	2012
10086219	Medicine	413281.00	3	2011
10086434	Medicine	158623.00	3	2011
10087981	Liberal Arts and Sciences	126068.00	3	2012
10088009	Liberal Arts and Sciences	294745.00	3	2012
10092269	Other Administrative Units	3481.00	1	2012
10092293	Other Administrative Units	242856.00	3	2012
10086496	Medicine	188646.00	3	2011
10086121	Medicine	40180.00	2	2011
10092333	Other Administrative Units	35000.00	2	2012
10092450	Other Administrative Units	3078.00	1	2012
10088044	Liberal Arts and Sciences	246510.00	3	2012
10088093	Liberal Arts and Sciences	131925.00	3	2012
10084832	Medicine	363093.00	3	2011
10085000	Medicine	910336.00	3	2011
10092451	Other Administrative Units	3876.00	1	2012
10092508	Other Administrative Units	27200.00	2	2012
10090015	Medicine	381278.00	3	2013
10090783	Medicine	1887748.00	4	2013
10084523	Medicine	262141.00	3	2011
10082040	Medicine	90000.00	2	2011
10088152	Liberal Arts and Sciences	950000.00	3	2012
10088221	Liberal Arts and Sciences	40000.00	2	2012
10092530	Other Administrative Units	1000.00	1	2012
10092579	Other Administrative Units	323052.00	3	2012
10091010	Medicine	2019.00	1	2013
10091064	Medicine	79750.00	2	2013
10082504	Medicine	1498136.00	4	2011
10082632	Medicine	363341.00	3	2011
10088230	Liberal Arts and Sciences	288138.00	3	2012
10088272	Liberal Arts and Sciences	54998.00	2	2012
10092595	Other Administrative Units	154326.00	3	2012
10092609	Other Administrative Units	36500.00	2	2012
10091168	Medicine	442500.00	3	2013
10091171	Medicine	70800.00	2	2013
10092612	Other Administrative Units	521687.00	3	2012
10092614	Other Administrative Units	3600.00	1	2012
10091202	Medicine	635613.00	3	2013
10091345	Medicine	209514.00	3	2013
10089091	Medicine	60000.00	2	2012
10089092	Medicine	100000.00	3	2012
10092615	Other Administrative Units	50000.00	2	2012
10092628	Other Administrative Units	23000.00	2	2012
10082688	Medicine	300334.00	3	2011
10082826	Medicine	19599.00	2	2011
10089101	Medicine	17966.00	2	2012
10089103	Medicine	77600.00	2	2012
10088301	Liberal Arts and Sciences	56000.00	2	2012
10088443	Liberal Arts and Sciences	0.00	1	2012
10086679	Medicine	27157.00	2	2011
10086743	Medicine	303377.00	3	2011
10089107	Medicine	150000.00	3	2012
10089118	Medicine	133637.00	3	2012
10086744	Medicine	45000.00	2	2011
10086644	Medicine	25000.00	2	2011
10088534	Liberal Arts and Sciences	199991.00	3	2012
10088565	Liberal Arts and Sciences	294216.00	3	2012
10089121	Medicine	27969.00	2	2012
10089123	Medicine	25800.00	2	2012
10087056	Medicine	65000.00	2	2011
10087016	Medicine	370287.00	3	2011
10088581	Liberal Arts and Sciences	53341.00	2	2012
10088596	Liberal Arts and Sciences	72325.00	2	2012
10089125	Medicine	40000.00	2	2012
10089133	Medicine	52190.00	2	2012
10088601	Liberal Arts and Sciences	28000.00	2	2012
10088639	Liberal Arts and Sciences	104787.00	3	2012
10086993	Medicine	355925.00	3	2011
10087335	Medicine	479747.00	3	2011
10089150	Medicine	77000.00	2	2012
10089151	Medicine	74455.00	2	2012
10088656	Liberal Arts and Sciences	415226.00	3	2012
10088658	Liberal Arts and Sciences	20000.00	2	2012
10087912	Medicine	318158.00	3	2011
10087959	Medicine	299300.00	3	2011
10089164	Medicine	64900.00	2	2012
10089168	Medicine	39979.00	2	2012
10093891	Engineering	74450.00	2	2013
10093931	Engineering	87240.00	2	2013
10087626	Medicine	2089.00	1	2011
10087644	Medicine	362500.00	3	2011
10089169	Medicine	192063.00	3	2012
10089181	Medicine	45200.00	2	2012
10088673	Liberal Arts and Sciences	322559.00	3	2012
10088688	Liberal Arts and Sciences	1799152.00	4	2012
10093973	Engineering	50425.00	2	2013
10094078	Engineering	26350.00	2	2013
10087779	Medicine	26905.00	2	2011
10088742	Medicine	7500.00	1	2011
10092629	Other Administrative Units	5550.00	1	2012
10092637	Other Administrative Units	4083.00	1	2012
10089185	Medicine	377500.00	3	2012
10089188	Medicine	128320.00	3	2012
10091621	Medicine	245247.00	3	2013
10091652	Medicine	34000.00	2	2013
10089190	Medicine	18094.00	2	2012
10089198	Medicine	8844.00	1	2012
10088689	Liberal Arts and Sciences	99014.00	2	2012
10088690	Liberal Arts and Sciences	6300.00	1	2012
10091653	Medicine	26550.00	2	2013
10091808	Medicine	576188.00	3	2013
10089199	Medicine	0.00	1	2012
10089201	Medicine	22063.00	2	2012
10088691	Liberal Arts and Sciences	22000.00	2	2012
10088693	Liberal Arts and Sciences	395137.00	3	2012
10091868	Medicine	109353.00	3	2013
10091869	Medicine	113129.00	3	2013
10089204	Medicine	29009.00	2	2012
10089207	Medicine	30000.00	2	2012
10091955	Medicine	24375.00	2	2013
10092018	Medicine	96550.00	2	2013
10088716	Liberal Arts and Sciences	4812.00	1	2012
10088718	Liberal Arts and Sciences	10980.00	2	2012
10089208	Medicine	260394.00	3	2012
10089217	Medicine	286279.00	3	2012
10094119	Engineering	65175.00	2	2013
10094252	Engineering	28850.00	2	2013
10092019	Medicine	47962.00	2	2013
10092121	Medicine	76300.00	2	2013
10088743	Liberal Arts and Sciences	19686.00	2	2012
10088783	Liberal Arts and Sciences	148893.00	3	2012
10089218	Medicine	12900.00	2	2012
10089221	Medicine	34864.00	2	2012
10092125	Medicine	82338.00	2	2013
10092131	Medicine	377500.00	3	2013
10096622	Engineering	523978.00	3	2013
10096306	Engineering	121198.00	3	2013
10088792	Liberal Arts and Sciences	107000.00	3	2012
10088803	Liberal Arts and Sciences	396120.00	3	2012
10089227	Medicine	36500.00	2	2012
10089235	Medicine	339750.00	3	2012
10092230	Medicine	26360.00	2	2013
10092241	Medicine	127440.00	3	2013
10088077	Medicine	1456645.00	4	2011
10087683	Medicine	303750.00	3	2011
10087733	Medicine	54414.00	2	2011
10087963	Medicine	561611.00	3	2011
10089244	Medicine	1080.00	1	2012
10089246	Medicine	86630.00	2	2012
10087300	Medicine	40541.00	2	2011
10087121	Medicine	195177.00	3	2011
10086650	Medicine	0.00	1	2011
10086494	Medicine	324102.00	3	2011
10086495	Medicine	4000.00	1	2011
10086721	Medicine	26079.00	2	2011
10089253	Medicine	74724.00	2	2012
10089257	Medicine	287950.00	3	2012
10082783	Medicine	0.00	1	2011
10081588	Medicine	24302.00	2	2011
10096765	Engineering	231384.00	3	2013
10096840	Engineering	45000.00	2	2013
10083921	Medicine	91575.00	2	2011
10084564	Medicine	586015.00	3	2011
10096886	Engineering	620000.00	3	2013
10094835	Engineering	91000.00	2	2013
10089272	Medicine	36329.00	2	2012
10089278	Medicine	87500.00	2	2012
10084184	Medicine	4450.00	1	2011
10085874	Medicine	0.00	1	2011
10094874	Engineering	5000.00	1	2013
10094922	Engineering	0.00	1	2013
10089279	Medicine	50000.00	2	2012
10089281	Medicine	396283.00	3	2012
10086281	Medicine	0.00	1	2011
10085506	Medicine	27950.00	2	2011
10094941	Engineering	77150.00	2	2013
10094046	Engineering	70000.00	2	2013
10089287	Medicine	2031.00	1	2012
10089288	Medicine	152217.00	3	2012
10085158	Medicine	341550.00	3	2011
10085197	Medicine	45793.00	2	2011
10089289	Medicine	1000.00	1	2012
10089292	Medicine	186391.00	3	2012
10085241	Medicine	74740.00	2	2011
10085559	Medicine	20500.00	2	2011
10089294	Medicine	310192.00	3	2012
10089301	Medicine	267707.00	3	2012
10085560	Medicine	46300.00	2	2011
10085472	Medicine	22200.00	2	2011
10094716	Engineering	119576.00	3	2013
10095415	Engineering	20000.00	2	2013
10089302	Medicine	11509.00	2	2012
10089304	Medicine	180741.00	3	2012
10089305	Medicine	57606.00	2	2012
10089311	Medicine	65000.00	2	2012
10095576	Engineering	241962.00	3	2013
10095756	Engineering	178368.00	3	2013
10082235	Medicine	20000.00	2	2011
10082687	Medicine	1000000.00	4	2011
10095789	Engineering	129997.00	3	2013
10095907	Engineering	8191.00	1	2013
10089314	Medicine	5417.00	1	2012
10089322	Medicine	6400.00	1	2012
10085215	Medicine	377547.00	3	2011
10085770	Medicine	393097.00	3	2011
10096225	Engineering	18098.00	2	2013
10096240	Engineering	150000.00	3	2013
10089325	Medicine	99197.00	2	2012
10089332	Medicine	60000.00	2	2012
10092647	Other Administrative Units	16000.00	2	2012
10095055	Public Health	2983611.00	4	2013
